mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
-0.05087,0.06346,-0.151,0.05179,0.00191,0.00166
-0.12774,0.06793,-0.22974,-0.01158,0.00181,0.00142
-0.10977,0.06437,-0.20415,-0.00307,0.00193,0.00143
0.12402,0.06639,0.01987,0.23008,0.00175,0.00135
-0.0151,0.06739,-0.12928,0.08247,0.00171,0.00276
-0.11134,0.0652,-0.20901,-0.0068,0.002,0.00162
0.08491,0.06363,-0.0147,0.18229,0.00183,0.00146
-0.04205,0.06591,-0.15389,0.05263,0.00225,0.00174
-0.01857,0.06504,-0.11884,0.08183,0.00194,0.00225
0.09893,0.06638,-0.00471,0.1974,0.0019,0.00145
-0.02358,0.06457,-0.12918,0.07477,0.00214,0.00174
0.08997,0.06582,-0.01717,0.18847,0.00185,0.00157
0.04746,0.06627,-0.05572,0.14874,0.00213,0.0017
0.05541,0.06545,-0.03413,0.17193,0.00201,0.00172
-0.0223,0.06499,-0.12327,0.08329,0.00221,0.00178
-0.09271,0.06551,-0.20318,0.00304,0.00208,0.00175
0.02974,0.06409,-0.06875,0.13454,0.00157,0.00177
-0.01734,0.06347,-0.11649,0.08126,0.00157,0.00217
-0.07726,0.06854,-0.17638,0.03942,0.00241,0.00173
0.01844,0.06604,-0.08857,0.11921,0.00193,0.00202
0.06949,0.064,-0.02572,0.17512,0.0025,0.00181
0.06157,0.06704,-0.05065,0.16549,0.00186,0.00163
0.01947,0.06774,-0.09513,0.11912,0.0018,0.00219
0.01365,0.06492,-0.08181,0.12141,0.00175,0.00189
-0.03079,0.06478,-0.13565,0.06709,0.00168,0.00226
0.03932,0.06202,-0.06021,0.13157,0.00121,0.00169
-0.01171,0.06432,-0.11265,0.08576,0.00165,0.00229
0.00456,0.06472,-0.09899,0.10479,0.00182,0.00198
0.07042,0.06762,-0.02345,0.19409,0.00189,0.00174
-0.15795,0.06687,-0.25645,-0.04132,0.00202,0.00144
0.16502,0.06702,0.06457,0.27647,0.00205,0.00148
-0.07355,0.06599,-0.17319,0.0411,0.0016,0.00173
-0.01581,0.06013,-0.11398,0.07326,0.00158,0.00216
-0.15795,0.06378,-0.2623,-0.06242,0.00221,0.00158
-0.05978,0.06341,-0.16606,0.03617,0.00215,0.00165
0.05229,0.06786,-0.05436,0.16056,0.0022,0.00184
-0.03152,0.0661,-0.13791,0.07119,0.00223,0.00187
0.04846,0.06354,-0.05142,0.15515,0.00161,0.00178
-0.03385,0.06382,-0.13701,0.06176,0.00231,0.00183
-0.01514,0.06285,-0.11036,0.08911,0.00219,0.00164
0.01714,0.06887,-0.08036,0.13398,0.00234,0.00264
