mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.05071,0.06417,-0.05348,0.14905,0.00235,0.00175
0.21334,0.06565,0.10918,0.31698,0.00251,0.00183
0.2421,0.06722,0.14668,0.3538,0.00211,0.00149
0.18116,0.06431,0.06897,0.27332,0.00164,0.00122
0.29159,0.06604,0.18529,0.39141,0.00203,0.00144
0.25829,0.06388,0.16101,0.35684,0.0017,0.00128
0.16323,0.06293,0.06155,0.25876,0.00198,0.00146
0.39022,0.07012,0.2771,0.49652,0.00237,0.00168
0.22174,0.06715,0.10715,0.31818,0.00222,0.0016
0.42215,0.06562,0.31787,0.52503,0.00206,0.00147
0.27792,0.06332,0.17485,0.37289,0.00216,0.00155
0.11382,0.06445,0.01676,0.22201,0.00171,0.00126
0.23151,0.06705,0.11946,0.33613,0.00159,0.00112
0.28179,0.06171,0.18393,0.38163,0.00193,0.00138
0.23325,0.06653,0.12983,0.3423,0.00228,0.00166
0.10862,0.06909,-0.0119,0.21051,0.00238,0.00183
0.23353,0.06567,0.11829,0.32804,0.00163,0.00124
0.15121,0.06741,0.05756,0.27583,0.00181,0.00137
0.12372,0.06812,0.01479,0.23086,0.002,0.00151
0.11057,0.06372,0.00798,0.20901,0.00178,0.00141
0.16175,0.06661,0.05975,0.26943,0.00261,0.00189
0.199,0.06462,0.09823,0.30385,0.00196,0.00142
0.18182,0.06538,0.07367,0.28162,0.00162,0.00122
0.23779,0.06662,0.13897,0.34046,0.00206,0.00149
0.23341,0.06686,0.12355,0.33192,0.00215,0.00154
0.19176,0.06507,0.08228,0.28671,0.0024,0.00172
0.27256,0.06249,0.18147,0.38374,0.00217,0.00157
0.31817,0.06292,0.22025,0.41569,0.00189,0.00134
0.01232,0.06705,-0.09972,0.11778,0.00149,0.0029
0.25942,0.06444,0.15653,0.35802,0.00198,0.00142
0.07218,0.07056,-0.04256,0.17952,0.00205,0.00172
0.18114,0.06931,0.07344,0.28903,0.00202,0.00152
0.20703,0.06426,0.1121,0.31247,0.00207,0.0015
0.24096,0.06239,0.15143,0.3459,0.00213,0.00151
